15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y2294859|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293871|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293871|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293871|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294860|       1000.000 |UN |Y2304714  |ZRAW|   |         3.900 |M  |1|    1 |        2.57 |     |
| Y2294860|       1000.000 |UN |Y2304703  |ZRAW|   |         3.900 |M  |1|    1 |       15.18 |     |
| Y2293872|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293872|       1000.000 |UN |Y2304704  |ZRAW|   |       370.000 |M  |1|    1 |        8.08 |     |
| Y2294862|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294862|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294862|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293873|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293873|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293873|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294863|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294863|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294863|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293874|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293874|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293874|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294864|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294864|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294864|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293875|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293875|       1000.000 |UN |Y2304704  |ZRAW|   |       180.000 |M  |1|    1 |        8.08 |     |
| Y2294865|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294865|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294865|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293876|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293876|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293876|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294866|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294866|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294866|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293877|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293877|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293877|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294867|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294867|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294867|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2294867|       1000.000 |UN |Y2304716  |ZRAW|   |       172.000 |M  |1|    1 |        2.44 |     |
| Y2293878|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293878|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293878|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294868|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294868|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294868|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293879|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293879|       1000.000 |UN |Y2304704  |ZRAW|   |       180.000 |M  |1|    1 |        8.08 |     |
| Y2294869|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294869|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294869|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2294870|       1000.000 |UN |Y4224890  |ZRAW|   |       670.000 |M  |0|    1 |        1.34 |     |
| Y2294870|       1000.000 |UN |Y2304715  |ZRAW|   |       670.000 |M  |1|    1 |        2.43 |     |
| Y2294870|       1000.000 |UN |Y2279618  |ZRAW|   |     1000.000 |UN |0|    1 |       45.69 |     |
| Y2293880|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293880|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293880|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294871|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2294871|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2294871|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2293881|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293881|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293881|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294872|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2294872|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294872|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293882|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293882|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293882|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294873|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2294873|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2294873|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294873|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2293883|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293883|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293883|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294874|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2294874|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2294874|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2293884|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293884|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2293884|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294875|       1000.000 |UN |Y2279617  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294875|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294875|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293885|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293885|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293885|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294876|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294876|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294876|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294876|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2293887|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293887|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293887|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294878|       1000.000 |UN |Y4224890  |ZRAW|   |       870.000 |M  |0|    1 |        1.34 |     |
| Y2294878|       1000.000 |UN |Y2304715  |ZRAW|   |       870.000 |M  |1|    1 |        2.43 |     |
| Y2294878|       1000.000 |UN |Y2279502  |ZRAW|   |     1000.000 |UN |0|    1 |       17.01 |     |
| Y2293888|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293888|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2293888|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294879|       1000.000 |UN |Y4224890  |ZRAW|   |       870.000 |M  |0|    1 |        1.34 |     |
| Y2294879|       1000.000 |UN |Y2304715  |ZRAW|   |       870.000 |M  |1|    1 |        2.43 |     |
| Y2294879|       1000.000 |UN |Y2279502  |ZRAW|   |     1000.000 |UN |0|    1 |       17.01 |     |
| Y2293889|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293889|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293889|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294880|       1000.000 |UN |Y4224890  |ZRAW|   |       870.000 |M  |0|    1 |        1.34 |     |
| Y2294880|       1000.000 |UN |Y2304715  |ZRAW|   |       870.000 |M  |1|    1 |        2.43 |     |
| Y2294880|       1000.000 |UN |Y2279502  |ZRAW|   |     1000.000 |UN |0|    1 |       17.01 |     |
| Y2293890|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293890|       1000.000 |UN |Y2304710  |ZRAW|   |       650.000 |M  |1|    1 |        5.15 |     |
| Y2293890|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294881|       1000.000 |UN |Y4224890  |ZRAW|   |       870.000 |M  |0|    1 |        1.34 |     |
| Y2294881|       1000.000 |UN |Y2304715  |ZRAW|   |       870.000 |M  |1|    1 |        2.43 |     |
| Y2294881|       1000.000 |UN |Y2279502  |ZRAW|   |     1000.000 |UN |0|    1 |       17.01 |     |
| Y2293891|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293891|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293891|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294882|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2294882|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2294882|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2293892|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293892|       1000.000 |UN |Y2304710  |ZRAW|   |       650.000 |M  |1|    1 |        5.15 |     |
| Y2293892|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294883|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2294883|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2294883|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2293893|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293893|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293893|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294884|       1000.000 |UN |Y2304704  |ZRAW|   |        46.000 |M  |1|    1 |        8.08 |     |
| Y2294884|       1000.000 |UN |Y2304715  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2294884|       1000.000 |UN |Y2304716  |ZRAW|   |        46.000 |M  |1|    1 |        2.44 |     |
| Y2293895|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293895|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293895|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294885|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2294885|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2294885|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2293896|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293896|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2293896|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294886|       1000.000 |UN |Y2304704  |ZRAW|   |        44.000 |M  |1|    1 |        8.08 |     |
| Y2294886|       1000.000 |UN |Y2304715  |ZRAW|   |        44.000 |M  |1|    1 |        2.43 |     |
| Y2294886|       1000.000 |UN |Y2304716  |ZRAW|   |        44.000 |M  |1|    1 |        2.44 |     |
| Y2293897|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293897|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293897|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294887|       1000.000 |UN |Y2304704  |ZRAW|   |        46.000 |M  |1|    1 |        8.08 |     |
| Y2294887|       1000.000 |UN |Y2304715  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2294887|       1000.000 |UN |Y2304716  |ZRAW|   |        46.000 |M  |1|    1 |        2.44 |     |
| Y2293899|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293899|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293899|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294888|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2294888|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2294888|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2293900|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293900|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2293900|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294889|       1000.000 |UN |Y2304704  |ZRAW|   |        46.000 |M  |1|    1 |        8.08 |     |
| Y2294889|       1000.000 |UN |Y2304715  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2294889|       1000.000 |UN |Y2304716  |ZRAW|   |        46.000 |M  |1|    1 |        2.44 |     |
| Y2293901|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293901|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293901|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294890|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2294890|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2294890|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2293902|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2293902|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2293902|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2294891|       1000.000 |UN |Y2304704  |ZRAW|   |        46.000 |M  |1|    1 |        8.08 |     |
| Y2294891|       1000.000 |UN |Y2304715  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2294891|       1000.000 |UN |Y2304716  |ZRAW|   |        46.000 |M  |1|    1 |        2.44 |     |
| Y2293903|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293903|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293903|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294892|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2294892|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2294892|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2293905|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293905|       1000.000 |UN |Y2279582  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2293905|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294893|       1000.000 |UN |Y2304704  |ZRAW|   |        44.000 |M  |1|    1 |        8.08 |     |
| Y2294893|       1000.000 |UN |Y2304715  |ZRAW|   |        44.000 |M  |1|    1 |        2.43 |     |
| Y2294893|       1000.000 |UN |Y2304716  |ZRAW|   |        44.000 |M  |1|    1 |        2.44 |     |
| Y2293906|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293906|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293906|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
| Y2294894|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2294894|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2294894|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2293908|       1000.000 |UN |Y2304710  |ZRAW|   |       390.000 |M  |1|    1 |        5.15 |     |
| Y2293908|       1000.000 |UN |Y2279592  |ZRAW|   |     1000.000 |UN |0|    1 |       39.15 |     |
| Y2293908|       1000.000 |UN |Y2279509  |ZRAW|   |       390.000 |M  |0|    1 |        3.65 |     |
